"sonia",12,4.166666666666667
"FLYingG0D",12,4.916666666666667
"Roxy",12,4.583333333333333
"mark",12,4.166666666666667
"Harpseal",12,4.083333333333333
"michaelm",12,2.0833333333333335
"Oracle",12,3.8333333333333335
"sauerkraut",12,2.9166666666666665
"shea",12,4.666666666666667
"SK",11,4.6363636363636367
"Marabar",11,5
"Sandra",11,4.4545454545454541
"Honestly",11,4
"mm2",11,4.3636363636363633
"JAC",11,4.7272727272727275
"bbrown",11,4.3636363636363633
"Atredes",11,4.4545454545454541
"jackie",11,3.8181818181818183
"Patricia",11,4.8181818181818183
"karen",11,4.1818181818181817
"joe",11,5
"Shorty",11,4.5454545454545459
"Karola",11,5
"hi",11,3.4545454545454546
"scub",11,3.0909090909090908
"JCCR",11,4.7272727272727275
"Tori",11,3.5454545454545454
"ska",11,5
"stephanie",11,4.9090909090909092
"cindy23",11,4.6363636363636367
"Guinevere",11,4.8181818181818183
"betz",11,4
"Jose",11,4.7272727272727275
"darkrose",10,4.8
"laurie",10,4.6
"Andrea",10,4.8
"Amis",10,5
"xenofan",10,3.6
"jam",10,5
"dmama",10,4.5
"Tara",10,4.6
"lisa",10,3.4
"nashvillegirl",10,3.5
"iblum",10,4.8
"jk",10,4.8
"stephie",10,4.1
"steve",10,4.6
"Briana",10,3.4
"bombshell",10,4.6
"Moomers",10,4.8
"honeyb",10,4.6
"stefani",10,4.3
"celinedion",9,4.8888888888888893
"Megan",9,5
"jburgess",9,4.333333333333333
"alaska",9,3.7777777777777777
"jpr",9,3.8888888888888888
"genie",9,4.7777777777777777
"pencil",9,3.6666666666666665
"Apiaceae",9,3.2222222222222223
"me",9,4.2222222222222223
"Natasha",9,4.8888888888888893
"rreeves",9,5
"Beau",9,4.2222222222222223
"Betsy",9,5
"Pam",9,4.7777777777777777
"cat",9,3.6666666666666665
"Bun",9,4.1111111111111107
"Bonnie",9,5
"jon",9,3.3333333333333335
"Sadie",9,2.7777777777777777
"pseudonym",9,4.2222222222222223
"starstruck",9,3.8888888888888888
"Dorothy",9,5
"kristi",9,4.5555555555555554
"GameMaker",9,4.4444444444444446
"cs",9,3.6666666666666665
"Gizmo",9,3.5555555555555554
"Samantha",9,4.2222222222222223
"WM",9,4.5555555555555554
"unixman",9,3.1111111111111112
"Lesleigh",9,4.7777777777777777
"Trelligan",9,4.333333333333333
"whitedove",9,5
"reta",8,4.375
"Hester",8,4.5
"ringo",8,4.25
"Jackson",8,5
"Jenn",8,4.5
"Phlogiston",8,4.125
"josephine",8,3.75
"Prism",8,3.875
"joanh",8,4.625
"danni",8,4
"eugene",8,4.25
"sjw",8,2.75
"Shasta",8,5
"Spyce",8,3.5
"sarabella",8,3.75
"Vicki",8,4
"andorm",8,3.875
"bonedoc",8,4
"ghostrider",8,4.5
"bruce",8,3.875
"Angela",8,4.875
"tnt",8,4.375
"Blondie",8,3.75
"Christie",8,3.875
"nano",8,3.875
"victoria",8,5
"mreith",8,4
"wben",8,3.75
"mh",8,4.625
"daidai",7,4
"p",7,4
"jem",7,5
"djin",7,4.8571428571428568
"MnM",7,5
"ZQ",7,3.1428571428571428
"Orianna",7,3.7142857142857144
"pumpkinspice",7,3.4285714285714284
"Kansas",7,3.8571428571428572
"rbrown",7,4.5714285714285712
"mc",7,4.2857142857142856
"Joker",7,4.8571428571428568
"JavaGuy147",7,4.7142857142857144
"alphonse",7,5
"amandap",7,3.2857142857142856
"Jafu",7,4.5714285714285712
"sabra",7,4.1428571428571432
"cj",7,5
"SRL",7,5
"gail",7,4.7142857142857144
"Nelly",7,3.8571428571428572
"seasalt",7,4.7142857142857144
"selen",7,5
"IceOnFire",7,4.7142857142857144
"merstar",7,4.2857142857142856
"Carolyn",7,4.4285714285714288
"argo",7,5
"Zola",7,4.4285714285714288
"Alexia",7,4.8571428571428568
"michelle",7,5
"ss",7,4.7142857142857144
"mike",7,4.4285714285714288
"cincin",7,3.4285714285714284
"mjs",7,5
"msf",7,4.5714285714285712
"ChrisNY",7,3.8571428571428572
"diannetea",7,4.1428571428571432
"duane",7,4.7142857142857144
"gamine",7,4.7142857142857144
"e",7,2.5714285714285716
"toneware",7,4
"truth1ness",7,5
"Roger",7,4
"liz",7,4.7142857142857144
"Antonieta",7,4.1428571428571432
"vn",7,4.4285714285714288
"bunny",7,4.1428571428571432
"Randomly",7,4.7142857142857144
"diverdude",7,4.1428571428571432
"meinme",7,4.7142857142857144
"maureen",7,4.5714285714285712
"daroo",6,4.333333333333333
"jmac",6,4.333333333333333
"jmc",6,4.5
"john",6,5
"juliette",6,4
"june",6,4.833333333333333
"kale",6,4.666666666666667
"kevina",6,3.8333333333333335
"kimberlie",6,3.1666666666666665
"kjim",6,4.166666666666667
"kls",6,5
"kurt",6,5
"lhm",6,4
"mammamia",6,3.8333333333333335
"meaner",6,4.833333333333333
"meemee",6,4.333333333333333
"mjc",6,4.833333333333333
"mlp",6,4.5
"mollie",6,4.833333333333333
"n",6,4.5
"Anacondo",6,4.333333333333333
"oion",6,3.6666666666666665
"AndreyA",6,4.5
"Botticelli",6,5
"Callaghan",6,4.5
"Cordelia",6,4
"Eliza",6,4.166666666666667
"JDNM",6,3.3333333333333335
"Jana",6,5
"JerseyGirl",6,5
"Jill",6,4.833333333333333
"Jinna",6,4.333333333333333
"Kelly",6,3.5
"KeriA",6,5
"Kimi",6,5
"Kitty",6,4.333333333333333
"Lane",6,4.666666666666667
"s",6,2.1666666666666665
"MM",6,5
"sam",6,3
"MadPB",6,4
"Meg",6,3.8333333333333335
"Melody",6,5
"MikeB",6,3.5
"Penny",6,5
"seeker",6,4.833333333333333
"RN",6,4
"shawn",6,4.333333333333333
"SageFox",6,4.5
"Schwartz",6,3.6666666666666665
"Valentine",6,4.666666666666667
"Vaughanabe13",6,3.5
"anton2g",6,4.5
"skf",6,4.333333333333333
"carla",6,4.833333333333333
"claire",6,4
"daisy",6,4.666666666666667
"Masha",6,5
"david",6,5
"deb",6,5
"dk",6,4.666666666666667
"eb",6,1.6666666666666667
"stickman",6,3.1666666666666665
"eil",6,4.5
"tarnation",6,4.833333333333333
"erik",6,3.3333333333333335
"tig",6,4.166666666666667
"esands",6,4.833333333333333
"esker",6,3.6666666666666665
"ewock",6,4.333333333333333
"fm",6,4.5
"tt",6,4.333333333333333
"tweet",6,4.5
"freddy",6,4
"g",6,4.666666666666667
"ghost",6,4.333333333333333
"happy",6,5
"iconoclast",6,5
"ilovesoup",6,5
"whatever",6,4.5
"jbaker",6,4
"jbrant",6,4.166666666666667
"jen",6,1.6666666666666667
"xrayspex",6,4.833333333333333
"yh",6,3.8333333333333335
"zephster",6,4.833333333333333
"luckybug",5,4.8
"lwelch",5,4.6
"chris",5,4.8
"maria",5,4.2
"KayJo",5,3.4
"KarenW",5,4.4
"Kally",5,3.8
"KP",5,4
"KCF",5,5
"brich",5,4.2
"boocat",5,4.8
"meghank",5,5
"Jonesy",5,4.2
"HR",5,5
"Geo",5,4.2
"Fari",5,4.2
"Eileen",5,4.8
"Effie",5,5
"bobj",5,4.2
"Dragoneer",5,5
"Deni",5,4.4
"betty",5,5
"DemandFreedomNow",5,3.2
"granny",5,4.8
"moonglow",5,3.6
"Deals",5,1.8
"mrsdmr",5,3.8
"Dayna",5,4.8
"mw",5,4.4
"chillwater",5,4.4
"Customer",5,3.2
"Chrissy",5,5
"Charlotte",5,4.6
"ndrwum",5,3.8
"nicole",5,4.2
"nikki",5,5
"Avic",5,3.8
"hardsell",5,3.8
"bear",5,4
"okiedokie",5,4.4
"owalt",5,3.6
"homer",5,4
"anthony",5,4.4
"patti",5,3.8
"paul",5,4.8
"amie",5,4.2
"hydra",5,4.2
"phred",5,4.4
"amartin",5,4.4
"daniel",5,5
"pug",5,4.8
"curmudgeon",5,4.6
"KeiroD",5,4.4
"sara",5,5
"aeroeng",5,5
"reader",5,5
"YTC",5,4.6
"Termite",5,4.8
"emgreen",5,5
"rick",5,5
"chika",5,4.4
"rka",5,5
"robert",5,4.6
"rr",5,2.2
"Tandy",5,4.4
"jdub",5,5
"jean",5,5
"Stitcher",5,4.2
"sally",5,4.4
"crank",5,5
"Minerva",5,4.6
"jeninmaine",5,4.6
"sarah",5,5
"djm",5,4.4
"sbmiller",5,5
"sc",5,4.6
"deedee",5,3.8
"cheryl",5,4.6
"jmyers",5,5
"River",5,4
"Rayman",5,4
"septagon",5,3.6
"Pumpkin",5,3.2
"dland",5,5
"shine",5,2.6
"Penina",5,4
"Nilla",5,4.6
"Medium",5,4
"jspence",5,3
"Fiona",5,5
"smiles",5,4.8
"judith",5,4.8
"sor",5,3.6
"sp",5,5
"srh",5,4.2
"srini",5,3.6
"jules",5,4.6
"char",5,4.4
"stefang",5,4.8
"coldcalifornian",5,4.2
"ch",5,4
"Martha",5,5
"kari",5,4.2
"steveo",5,1.8
"katrina",5,5
"susan",5,4.8
"t-t",5,5
"taaj",5,3.4
"kay",5,3
"kdb",5,4.8
"tc55",5,3.6
"coffeegirl",5,3.8
"thisisme",5,4.6
"kgj",5,3.8
"kh",5,5
"frenchie",5,4.6
"clarita",5,3.4
"kjs",5,2
"cc",5,3.6
"turtle",5,2.4
"Marla",5,3.8
"kristin",5,4.2
"vark",5,3.8
"can",5,5
"vinny",5,4.2
"Marcon",5,3.6
"laura",5,4.4
"laurence",5,4.2
"wejo7185",5,4.6
"Lantean",5,4.2
"bwl",5,3.4
"wolf",5,4.8
"Kristina",5,4
"Kiera",5,3.6
"lizellis",5,4.2
"yayuh",5,4.6
"yeems",5,4.4
"lj",5,3.8
"ivy",4,3
"komondor",4,4
"rbmj",4,3.75
