"Misty","B0000DD8V3","Good price for an old standby spice blend. Used this for yrs just at thanksgiving but found I can use this on all my chicken dishes to enhance the chicken flavors and gravies.","5.0","Great price","1344470400"
"zephster","B0000DHYNJ","who doesn't love sunflower seeds? i got these to work in homemade granola, and they're working awesome. they add just the right amount of extra crunch and flavor....","5.0","yum","1387411200"
"JAC","B0000DID5R","All the other sauces were hot, but we wanted to try this one.  We used 9 drops in home made wing sauce (about a cup of wing sauce).  This is powerful, using as directed is a must.  We started with one drop and worked our way up to 9 drops in a cupfull of wing sauce.  9 drops are perfect for us.  This most definitely has a heat and kick of it's own kind.  If you like HOT and I mean standing on the sun hot, this is for you...but do use it as directed on the bottle and start small.","5.0","Wow!","1306022400"
"JavaGuy147","B0000DID5R","This sauce is HOT. It is obviously not made for just plopping on your food, more likely mixing in a large bowl of chili (or for pranking your friends). Although this stuff is RIDICULOUSLY hot, it actually has some taste compared to other sauces of similar potency. I has an interesting smokey flavor and tastes like straight-up jolokia. Doing the toothpick test with this is bearable, but the heat sneaks up on you about 2-3 minutes in and it lingers for eternity. Wherever you placed the toothpick will temporarily feel like you actually burned it there. Yeah, its hot!Please know what you are getting into if you buy this. It is a sauce with extract in it and is VERY hot. The especially sneaky part is that the temperature creeps up on you and takes a few minutes to really kick. This is not a sauce you would put directly on your food like tobasco or something. Be warned!","5.0","Dayum.","1313452800"
"paul","B0000DID5R","decent sauce, not nearly as spicy as i thought it would be. if you have ever had a straight up naga jolokia and expect this to be as hot, you will be disappointed.","4.0","its decent","1354924800"
"randee","B0000DID5R","I don't use hot sauce.  Tabasco is almost too hot for me.  But my husband loves hot sauce ... The hotter the better and he says this stuff is hot.  He barely touched his finger to the rim of the bottle for a taste and said it was the hottest he had tried so far.  That tells me one thing ...  there is NO WAY I can eat this.  Good news, it's all his to enjoy which he said is just fine by him.","4.0","Very hot","1374624000"
"Carolyn","B0000DJDJZ","You would never know that this syrup is sugar free.  It has a nice thick consistency and very good taste.","5.0","The best sugar free syrup","1402012800"
"Hester","B0000DJDJZ","The cap is quite simple, no flip top for easy application, which is fine when you first remove the safety seal. This product needs to be refrigerated after opening which makes pouring a pain. Instead of a small ribbon that would typically come out of a squeeze syrup bottle, you have an enormous 1&#34; diameter ROPE that you must cut off and clean up before replacing the cap. Packaging certainly needs fixing but the syrup is most delicious!","5.0","Delicious","1357689600"
"susan","B0000DJDJZ","Most sugar free syrup has a good maple taste and smell, but they are thin and watery.  This syrup is very thick and tastes every bit as good as any regular maple syrup found in the supermarket.","5.0","Delish!","1390867200"
"fox","B0000E5JIU","I loved this particular coffee product.  I gave to my nephew as a Christmas present as he just loves coffee.","5.0","coffee","1388275200"
"Ghenghis","B0000GG25G","And you can because its that mild.I'm a chilihead from way back, and a friend of mine turned me onto this stuff so I picked it up and made some Chili Verde. One bite and I was completely hooked. It wasn't what I expected, I knew the serranos weren't going to blow my socks off, but they are barely noticeable. But that sweet and tangy tomatillo and garlic flavor is just right for flavoring dishes like this, or just eating with chips, nobody will complain about the heat...its not there. Also wonderful on homemade fish tacos.You may have to search high and low for this locally, I have one store that carries it and they are always sold out, so buy an extra jar if its available.","5.0","You'll want to eat this with a spoon!","1339545600"
"randee","B0000GH6UQ","This is a really delicious chocolate.  I made it with part milk and part half and half (and a little less milk than the package directs).  It is a little grittier than the usual chocolate, but it is very good and worth it.  I usually use Bellagio, but this is a great switch when you want a not so sweet but still rich drink.","5.0","Love it","1392422400"
"sauerkraut","B0000GHNSQ","For quite some time, I have been using different types of hot sauce on different types of food.  Before I started doing this, I only ever remember using hot sauce on barbeque sandwiches.  Even though I have tried numerous types of hot sauce during this period, El Yucateco has set itself apart from the others as being one that I do not care for.  It is overpoweringly hot--with a searing heat--and has an odd, unenjoyable flavor.  Although not a terrible hot sauce--I consumed the entire bottle--El Yucateco is a hot sauce that I am glad that I tried, but it just is not my thing.","2.0","A displeasing hot sauce","1347580800"
"sauerkraut","B0000GHNT0","For well over a year, I have been using different types of hot sauce on different types of food.  Before I started doing this, I only ever remember using hot sauce on barbeque sandwiches.  Even though I have tried numerous types of hot sauce during this period, El Yucateco has set itself apart from the others as being one that I do not care for.  It is overpoweringly hot--with a searing heat--and has an odd, unenjoyable flavor.  Although not a terrible hot sauce--I consumed the entire bottle--El Yucateco is a hot sauce that I am glad that I tried, but it just is not my thing.","2.0","A displeasing hot sauce","1297814400"
"Ghenghis","B0000GHNTU","I have used El Yucateco Habanero (red) sauce for years, and I love it. Mainly becauseits hot as Hell, and the company makes no apologies for that.This stuff has a mild smokey flavor, without the bite that its big brother has. You canjust pour this directly on chips, in salsa, soups, etc. Its very very good, and muchbetter than Tabasco Chipotle or any other widely available sauce.$2.99 is a great price. Thats what I pay for it locally, but I had to search it out.","4.0","A great addition to the product family.","1309392000"
"sauerkraut","B0000GHXSQ","For well over a year, I have been using different types of hot sauce on different types of food.  Before I started doing this, I only ever remember using hot sauce on barbeque sandwiches.  Even though I have tried numerous types of hot sauce during this period, Tapatio Salsa Picante Hot Sauce has set itself apart from the others and has become a favorite.  When I was given a bottle of this hot sauce for the first time, as far as I remember, I was just expecting a typical hot sauce--this is not typical hot sauce.  It is hotter than the other hot sauces that I like, but it is not overpowering and does not have a searing heat--more like a peppery heat.  In addition, Tapatio Salsa Picante Hot Sauce has a pleasing, exceptional flavor.  This is a hot sauce that I prefer to use only for special occasions.  It is recommendable.","4.0","A favorite hot sauce","1297728000"
"patti","B0000V09L4","Very impressed with the different cheese and how wonderful they tasted.  I would order this and others as well.  Thanks","5.0","Delicious","1386720000"
"jb","B0000V8IOE","This is a very good flavor.  I normally prefer a dark roast, however this coffee was very good!  Brings back the memories of the islands.","5.0","Excellent Flavor.  Brings back the memories of the islands.","1377820800"
"joanh","B0000V8IOE","This is my first kona coffee and I love it.  It's rich and very satisfying.  I'm definitely staying with it.","5.0","Great coffee","1377216000"
"Nilla","B0000W0GQQ","This is a great price for this much vanilla bean paste and this brand is one of the best.  I'm thinking the average baker would never use this much paste but I bake several times a week and so this goes pretty quickly for me.  I use it in place of vanilla extract but NOT when I want to keep an item really white like my fluffy buttercream icing (I use a clear vanilla extract for that).  I pretty much always double the amount of vanilla I put into a recipe because I love the flavor so much.  The fun thing about vanilla bean paste is you get the attractive little black flecks like you would if you hand scraped a vanilla bean for your recipe.  I use vanilla beans themselves too and I think the paste is just as good.  You won't regret getting this. Great and delicious in poundcake! Yum!","5.0","Excellent quality and wonderful price.","1383868800"
"scwheeler","B0000W0GQQ","So good and the flavor explodes with vanilla. With the cost of foods exploding at the market and everywhere, this is one product that is a decent buy to have on your shelf. You will save some money. Love it.","5.0","Excellent!","1394409600"
"laurie","B00014CZP8","I used a higher priced senna for several years and out of the need to economize I tried alvita. Works just as well and is not individually wrapped as the others are and for me it's just one less thing I have to do considering I fix this every evening for me and hubby... I have medical problems so anything that saves me extra step I'm happy for it...","5.0","Senna Leaf","1291334400"
"mw","B00014CZP8","I enjoy this tea, but I did find it a little bland. If you add honey or sugar, it does improve the taste. I've been trying different ginger teas for health reasons, and while this tea is good, it's not my absolute favorite. You do need to steep the teabag for quite a while to get the full taste.","4.0","Good tea, but needs a little extra something","1354060800"
"Tara","B00014CZP8","I bought this because I thought I was going to try a cleanse that involved this very specific tea. I've done cleanses before, and I enjoy tea, normally. This very one, however, was like drinking a liquid nightmare. I would plug my nose and try to force it down, but I couldn't do it any longer and ditched it.I didn't want to give it a poor review, because I'm sure this is the nature of this tea. But JEEZY PEETE, I hope no one is drinking this for fun.","3.0","Wouldn't normally drink","1388707200"
"tom","B00014CZP8","Wanted to try this spearmint tea as the wild mint in our town is probably gone now,  due to flooding and the mint tea at the farmer's market leaves much to be desired. Hooray for providing this product which I plan to add to regular tea during hot weather.  I ordered 3-4 products from Amazon recently that I would either have to special order or run around all over town trying to find.  How convenient this service is for my needs.","4.0","No spearmint tea at any store in my affluent town.","1394582400"
"djin","B00014EO2A","Better tasting than Knox -- or any other gelatin they sell in the local grocery.I add a teaspoon to a bowl of bone broth. For some reason (either due to overcooking or because of the type of bones I'm able to get) my bone broth doesn't always gel -- which means the gelatin from the bones either got broken down during cooking or wasn't there to start with. So I add Bernard Jensen's gelatin to make up for the lack of gelatin in my broth.The bottle lasts me about a year.","5.0","Tastes better than KNOX","1397606400"
"Elizabeth","B00014EO2A","When you need to use gelatin at all you want to know that it is the real thing. I am very pleased with the smell and taste. Why buy any other product? They cannot compare.","5.0","Excellent product!","1358812800"
"Briana","B00014JNI0","There's nothing terribly special about this honey.  By the description on the side of the jar you'd think this was manna from heaven.  You can tell it's honey and not sugar, but it has none of the lovely subtle flavours I was expecting from a a jar that says 'We have searched the world and traveled thousands of miles to find the perfect isolated, untouched areas where nature is abundant with wildflowers that flourish in the undisturbed frontier wilderness.' etc ect.I used to get big 5kg tubs of raw honey from a local beekeeper, it was oh so much more flavorful than this stuff, their clover honey was like nibbling on clover blossoms and their wildflower was as unpredictable as wildflowers are, but always something fresh and fruity and floral and wonderful, but I've since moved away... I thought this would be a good replacement, but alas, I will have to go searching and see if I can find a farmer's market nearby.If you're coming from the perspective of using the honey flavoured corn syrup often sold as honey in supermarkets, you'll find this delightful.  Just know that there is much, much better out there.","3.0","Decent honey","1380240000"
"Diana","B00014JNI0","This is so much easier to spread on toast etc. and it doesn't seem as sweet as regular honey.  I do have a problem with the price as it is much more expensive than the more liquid honey.  I bought 2 jars which will last a long time and probably won't buy more due to the cost.  It really is good though.","5.0","Sweet","1355961600"
"Jackson","B00014JNI0","I like it. The price is good and the quality of the honey seems to be good for a raw organic honey.","5.0","I like it. It's good.","1384387200"
"paul","B00014JNI0","this stuff is the best honey ever. Unprocessed honey is the only way to go, buy this stuff its great!","5.0","o yea","1354924800"
"Marabar","B0001590BY","Many uses.  Whenever I see a recipe for corn syrup I substitute for this and it works.  It has more flavor than corn syrup - better.","5.0","Always in my Kitchen","1384473600"
"genie","B00015UC4S","This is better than using cornstarch or flour. Even my husband is amazed how my pie look and taste. A must when you make pies. Go try it for yourself. I'm sure you will be happy with the result.","5.0","VERY GOOD.","1345939200"
"mm2","B00015YTUQ","don't buy these unless you really want to waste money; taste horrible and trying to pop these in place of corn was a joke","1.0","horrible","1359936000"
"My2Cents","B00016JGZI","This was a terrific buy and very fresh as well. Intended to use it exclusively for baking, but we couldn 't resist digging in and topping our ice cream with it as well.Yummy","5.0","Great product and value","1385856000"
"nonpareil","B00016LA7U","This and the other Superior Touch concentrated flavor bases are now the only ones I'll buy. I do look for them locally, though, having found early on that they are available for much more reasonable prices in supermarkets even here in the boondocks.I have found the flavor superior to any other form of savory base (except that I've made from scratch) I've used over the many years. But I found out the hard way not to salt anything I use it in. For example, I just made a batch of basmati rice with a wonderful flavor simply by adding a spoonful of this before heating the rice and water, and stirring. The clump dissolved fairly readily, especially as the materials began to heat. But when done it needed no added salt. I've found that even the ""reduced salt"" varieties I have of this brand are 'way salty, presumably as a preservative. That, of course, makes sense to me as salt has been used that way historically.","5.0","Now my favorite bases","1388880000"
"Ghenghis","B00016LA8E","Big fan of Better than Bouillon, their entire product line is first rate.This stuff is indispensable. I found out I was allergic to something used inthe curing process for ham hocks, and was pleasantly surprised to find thisham base right next to some of my other favorites like lobster and turkeybase.Anyway, for a pot of beans or turnip/collard greens this stuff just cant bebeaten, and without all the fat from hocks or bacon. Also great in soups butmy favorite is for making Red Eye Gravy for biscuits and grits, beats theheck out of using all those pan drippings and tastes just as good.","5.0","No kitchen should be without one of these.","1367625600"
"Ghenghis","B00016LA8Y","Mine!OK, so now you know my secret so I might as well tell you that anchovy paste is alsocritical. Send me some royalties awright!I have to laugh at the negative reviews for this wondermous stuff, you're not supposedto eat it with a spoon, its a concentrate you nimrods! Sheesh.I also use this in gumbos, and recently tried it in some homemade vegetable soup and guesswhat.... it was GREAT!!! Very versatile, I can imagine any number of uses.Better Than Bouillon has a great product line, and this is the Flagship. No kitchen shouldbe without a jar of this, and it lasts a long long time in the fridge. Seriously, whats tocomplain about?","5.0","The secret weapon in the World's Best Barbecue Shrimp.","1339632000"
"Emily","B00016LA9S","I have been using this product for years.  So easy to use.  Am not sure why it's so expensive on Amazon.  I get this same product/size at my grocers and pay $4.99 and I'm buying the Organic brand.  I didn't know how to rate this, so I rated it on the product itself.  It's such a convenience, but I'd never buy it here.","5.0","Great Product!  Very Expensive!","1336953600"
"jk","B00016LZT8","I am excited to begin using this product to create my creamy cheese sauce and to add to my macaroni and cheddar bake.  It is a lot more convenient than shredding and melting cheeses or cooking into a sauce.  Also, I think it would be a very good addition to some potato dishes to give them some pizzaz!","5.0","Dried foods - Cheddar Cheese powder","1368144000"
"LD","B00016LZT8","I split this up into many small ziplock bags to prevent moisture from getting in. After a year, I'm still using it. I sprinkle it on garlic bread after its melted,  spray I Can't Believe Its Butter on popcorn and then sprinkle with the cheese, cooked eggs, for extra flavor in burritos, and macaroni. I like to toast a bagel, spread butter on, and top with this cheese and dried red pepper.","4.0","Great for when I'm out of cheese or need a dry sprinkle","1338508800"
"brich","B00016RH40","This is my replacement for sugar and it works great.  Has a sweet taste and no carbs or calories, which is what I need.  Trying to get rid of sugar in my diet is hard, but this certainly helps!  Thanks for a great healthy alternative!","5.0","Great product for sugar replacement","1404432000"
"Misty","B00016UX1E","This a fantastic sauce. I have been using it on all types of meats and in my marinades. A littles goes a long way unless you are going for a distinct asian dish, then use recommended amt. As for all other recipe, a drop or two will add a depth of flavor with a touch of sweetness that makes it a different dish than your regular recipe.","5.0","OMG","1380240000"
"Atredes","B00017028M","I've been looking for some nice sea salt flakes that can serve both as regular salt and add that special crunch as a finishing salt.  I would highly recommend this salt!  In a pinch if I've ran out of my other salt, I use this and it works great!!","5.0","Great salt!","1365638400"
"Elizabeth","B00017028M","After reading the reviews, I expected these salt flakes to be really special in flavor and texture. I was looking for a real ""flake"" that would melt on warm or hot food and blend into the flavor. These don't.  They are too large and too coarse. I would not buy again.","3.0","Nothing special","1386806400"
"luckybug","B000173IHE","I didn't get the &#34;cheesy&#34; flavor vegans talk about, but this is delicious on popcorn. It's also good on toast.","5.0","Great on popcorn","1398297600"
"shea","B000173IHE","I am loving nutritional yeast flakes. It has kind of a cheesy flavor. there are other brands that have less cals. this has 70 cals for 1 & 1/2 tablespoons.","5.0","very good","1319414400"
"Vaughanabe13","B00017L1UA","This stuff is really great. It's very messy but of course what oil isn't. I like to use a scoop and a spoon to avoid most of the mess, but liberal use of paper towels is still recommended to prevent getting oil over everything. It seems to thicken and thin depending on the temperature but this doesn't effect the quality of the popcorn. Between this, good quality large kernels and some Flavacol salt, you get the best recreation of movie theater popcorn (less the liquid butter stuff, but you can add that if you prefer). Popcorn comes out a perfect speckled golden color and has a nice butter flavor. Highly recommended.","5.0","Best oil for an oil popping machine at home","1375228800"
"Diana","B00017LEXY","The taste was great and color of kernels unique.  A bowl of popped corn looked quite interesting with the dark husks.  The kernels were a bit smaller than most.  I don't know that I would buy again but this product makes a great gift and tastes good too.","4.0","Good popcorn!","1358812800"
"Vaughanabe13","B00017LEY8","The kernels are very small, much smaller than movie theater popcorn. There are also a lot more unpopped kernels and because the popcorn is so small, it tastes like I'm eating larger hulls because the ratio of kernel to hull is closer. This is the worst of the three Amish flavors I tried, with Baby White as the clear winner. Skip this and go straight to Baby White.","2.0","Probably the worst of the Amish popcorn types","1334275200"
"Ghenghis","B00017LF24","Not as well as Morton's or especially not as well as Flavacol, but it does work.This is a fairly versatile salt that can be used for any number of things, notjust popcorn or nuts. I mean serious, who buys ""Nut Salt"" right? Thats what makesthis somewhat of a disappointment from a revered company like Diamond Crystal, causeIMO their Kosher Salt and sugar products are the best in the business.LMAO Now people are negging reviews for salt. ha ha","4.0","Multi-purpose salt that also works on popcorn.","1341446400"
"Tara","B00017LF24","It seemed expensive, but it really is worth it when you are eating popcorn without loads of butter, but the salt stays on anyway. I makes air popped corn that much better","5.0","I love this for popcorn","1399507200"
"Suz","B0001AO8DY","What can I say?  Almond Roca has been around for years and this can was just as good as all the previous ones.  When I order it I always know what to expect and it never disappoints.  Treat yourself to a can.  Fall will be here soon and a couple of these candies with a cup of coffee in front of the fire?  Oh, yeah.","5.0","Yum","1379203200"
"jk","B0001AVTD6","I was not sure when I saw the &#34;non-instant&#34; description of this product.  I will be trying it shortly to create some cheese based dishes and I think it will certainly help me get those done in a dried venue for future use.","4.0","Interesting ingredient","1369094400"
"Marabar","B0001AVTDG","I haven't tried this yet I gave most of it as a gift but have heard so many good things about it and the supplier really was excellent at shipping it out to me quickly.","5.0","Gift","1365033600"
"Ghenghis","B0001CVDZI","Bust out the napkins, grab yourself a beer, and buckle your seat belts cause this stuff is a properauthentic flamefest of Jamaican jerk heat. You can put it on straight, or cut it with a little oliveoil, but I've found it best to marinate chicken or pork tenderloins for at least 24 hours before cooking for optimum results.Its a little messy cause you really have to rub this stuff in and make sure you turn/shake your marinade bag every few hour to ensure an even distribution of this wondermous stuff. If you're not using rubber gloves, make sure you wash your hands and I wouldn't plan on rubbing your eyes or doing anything else to sensitive body parts for a while. haw hawThis stuff is the best, followed closely by Grace Jerk Seasoning but Walkerswood doesn't turn your chicken green like the Grace rub does. 5 Pods","5.0","Amazing!","1301011200"
"Chandler","B0001CXUHW","I agree with the other reviewers who noted that there was some misinformation about this being compressed yeast by someone who hadn't opened the bag yet. (grin)  Just like some coffee bags have all the air sucked out which makes the bags feel brick hard until you open them at which time the grains flow smoothly...this is no different. It's done that way to make this yeast MORE fresh than those bagged with air still trapped inside which, of course, breaks down the yeast. This packaging is a good thing.I have a friend with a bread machine who noticed that I am into handmade homemade bread now...I'm whipping through bread recipes from two cookbooks a couple times a week and enjoying the freshness of homemade bread.  Because one of the authors of my bread cookbook won the highest award given for his breads and he wrote an entire foreward on using instant yeast and why you should and I was discussing this...she recommended this particular brand for both it's results, value, and taste from her own bread.I am an apt person to be able to compare because I've been using Fleishman's for a good while now and maybe it's my imagination, but I swear the LaSaffre gives me far better results. Because of freshness? Maybe. But it does.I have also found it at restaurant supply stores and I look at that as a good thing if bakeries buy it in bulk...Negatives: None as far as quality. Just know this is quite a large bag and you don't want air to break down your yeast so you either need to go through it quickly or store it in the freezer to maintain freshness if you aren't whipping out bread as fast as I am.  :-)Conclusion: Seems to work better, last longer, and is bagged for freshness while being cheaper. Worth it.","5.0","Great for the bread machine or any other yeast needs...this is NOT compressed yeast, it's regular granular.","1263513600"
"Roger","B0001CXUHW","One pound of yeast is a heck of a lot of yeast for the casual baker. I only make bread about once or twice a month so I barely made a dent in my supply after a year. And then... five years later. I still have about a quarter cup, and it's still good! I admit i didnt used it as consistantly as &#34;once or twice a month.&#34; I lost interest in baking for a year since i was busy in college and also used sourdough exclusively for a period but for the majority of the 5 years, i used this yeast to make 60+ batches of dough. All I did was pour the stuff out in two small jars and keep them in the sitting in the freezer door. Always had great rise and even after the 5 years, no noticeable loss of power.I remember back when i first taught myself to bake (about a year before buying this). The store only carried small packets of active dry yeast and they cost like five bucks for barely anything at all. To make matters worse, half of the time the yeast wouldn't even proof in the sugar-water solution. Maybe i was doing it wrong... but i don't care, it's too tedious to wait for it to proof. Bread baking has enough waiting periods as it. In my opinion, the one step process and idiot-proof qualities of instant yeast far outweighs the slightly lower price of (bulk) active dry.I've been baking a lot more recently so now i'm finally getting a refill. Hurray Saf Instant Yeast!","5.0","Great deal. store in freezer, lasts forever?","1403481600"
"diannetea","B0001DMTPU","I think I need to try other hoisin brands, the taste is good but I don't have enough experience to tell if I like this one as much as I might like another.  It's like ketchups, I love Heinz but hate the rest.  I will update once I try some other hoisin as to which is my favorite kind.","4.0","Pretty good","1377043200"
"Heather","B0001DQLWM","Thankfully, we were able to find this candy at a great price on Amazon and missed the usually Halloween pranks this year. Thank you Amazon and Hoosier Hill Farm for offering affordable quality candy to the masses.","5.0","This candy kept my house from being egged.","1392163200"
"Ghenghis","B0001EJ4CU","This is very very good Missy. First of all, you should not be using that Kikkomann crap youbought at the grocery. This is a professional grade soy sauce, naturally brewed with a verysmooth and savory texture that is flavorful and easy on the palate. A must for any Chinesetakeout, and particularly for homemade marinades. Dont even attempt to make Teriyaki marinadewithout a good quality dark soy sauce like this.Lee Kum Kee is a major producer of a variety of Chinese food products for the consumer and therestaurant trade. They have a fantastic website with recipes and instructional cooking videoscovering a range of well known dishes. 5 Stars! (link to website posted in Comments section)","5.0","Best Soy Sauce I've ever tasted.","1310688000"
"Misty","B0001EJ4CU","I really like the depth of flavor with this sauce. I found that many recipes prefer this exact sauce to use.","5.0","Nice flavor","1393632000"
"anton2g","B0001EQN88","This is good tasting coffee for your Senseo machine. It is not bitter and is very palatable to the taste. The coffee does not turn out watery but is also not very full bodied. Much cheaper price than buying single packs at the grocery store.","4.0","Tasty coffee good price","1355961600"
"Esme","B0001EQN88","I like this one cup coffee brand pods. It is smooth and not harsh. I like the taste. If you like really strong coffee then this may not be for you. Senseo is a good brand and not easy to find at a good price. (I believe that they","5.0","Senseo Coffee Pods, Med. Roast","1385078400"
"LD","B0001EQN88","I have been decaffeinated for over 30 years and tried numerous brands attempting to find real coffee flavor.  This one was just OK but Senseo sells one in a 48 pack that is from Europe that is in a blue package and also available from Amazon that had a bolder real coffee flavor.  Another favorite is Baronet French Roast decafe from Amazon.","3.0","It's OK, but prefer another","1397174400"
"nonpareil","B0001EQN88","Here's the thing: the one-cup Senseo coffeemakers for which this pod is designed have proved unreliable. I wouldn't buy any more of them. But these pods are fabulous.I got these nearly two years ago for my Senseo pod coffeemaker that lasted for all of 30 uses. Junk, crap. But these pods have proved the opposite. They have outstanding flavor, even when they ought to be stale. Usually I have brewed coffee but when I run out and it doesn't make sense to make another pot, I put fresh water in a cup, add one of these and heat it in the microwave. Presto! A cup of java to which I add my 1% milk and enjoy. I am simply amazed that I can get such a good cuppa from a non-refrigerated, long-opened package, coffee pod!","5.0","Great even when old.","1382745600"
"RJ","B0001EQN88","If you enjoy the regular Senseo pods and like a lighter coffee you will enjoy this one.","4.0","Good quality for a lighter coffee","1254182400"
"tom","B0001EQN88","Also this coffee can be purchased at Target for $3.99","4.0","Good Coffee  BUT  NOT STRONG","1163116800"
"GameMaker","B0001FFHCK","Really really nice chocolates.  Full rich flavor, sweet enough but not overwhelmingly so.  As you probably know, dark chocolates have some special health benefits, so they make for a nice occasional treat.  And being sugar free means I can enjoy them as a diabetic.  I gave these to a couple of friends and they really enjoyed them as well and wanted to know where to get them.","5.0","Delicious, healthy, and sugar-free","1386201600"
"Chandler","B0001FQVMK","A secret I have had for years is using sour cream and ricotta in my cheesecake (well, except for when I was vegan, but anyway...back to vegetarian now...) Although most recipes don't use it, you will DIE for the taste difference when you try it.Most cheesecake is heavy and pasty.  Using sour cream makes the lightest and creamiest cheesecake you'll imagine.  People have no idea how you did it, but they will go wild and you will wind up making them for Christmas presents each year.So, how do you gourmet-up the crust? Amaretti cookies, of course.  Well, sure you may want to buy it for the tin alone to keep on your counter or simply for snacking and filing up your sweet tooth by unpeeling their delicate wrappers and enjoying the almond-like flavor--but let's get to a recipe you can use if you want to get creative here:3 oz (about 20) Amaretti Cookies2 oz ( about 4 whole crackers) Honey Graham Crackers, coarsely crushedPinch of Salt5 tbsp butter, melted1 tsp Unflavored Powdered Gelatin3/4 cup chilled heavy Cream2 (8 oz ea) Cream Cheese, softened3/4 cup Ricotta Cheese3/4 cup Sugar1/4 cup Sour Cream1/4 cup Fresh Lemon JuiceDirections:To Make Crust:Preheat oven to 350.1. In food processor or blender, pulse the cookies, graham crackers, and salt until finely ground.2. Transfer the crumbs to a small bowl and stir in the butter.3. Press the crumbs evenly over the bottom and halfway up the side of an 8 in springform pan.4. Bake for about 10 minutes, until the crust is set. Cool on a rack.To Make Cheesecake:1. In a microwave dish, sprinkle the gelatin over 2 tbsp of cold water. Let stand until the gelatin is softened (about 10 minutes).2. Meanwhile, in a small bowl, beat heavy cream until soft peaks form, refrigerate.3. In another bowl, beat the cream cheese, ricotta, sugar and salt with an electric mixer on high until light and fluffy (about 5 minutes).4. Beat in the sour cream and lemon juice.5. Microwave the gelatin until melted (5 seconds).6. Scrap gelatin into the cream cheese mixture and beat until fully mixed.7. Fold in the whipped heavy cream.8. Pour the mixture into the cooled crust and smooth the surface.9. Refrigerate the cake until firm and set (3 hours).These cookies are packaged in pretty pastel paper wrappers individually so they are lovely for putting in a bowl when having a party, but even as a snack right out of the tin they are sweet but not too sweet with a crisp texture and the taste of amaretto.","5.0","Sure they are great on their own, but they make a fantastic cheesecake crust","1380153600"
"iconoclast","B0001GDE1K","We use Illy in both drip and espresso machines. Their darker roasts are wonderful, not bitter, and form a nice crema when used in our espresso machines.Drink Illy any time of the day--use decaf at night as needed!Do not feel pressured to buy whole beans and grind them every day. This ground coffee is great! The Illy canisters are vacuum-sealed and have a long shelf life. Buy several at a time if you see a good price, and enjoy!","5.0","Illy is great for drip or espresso coffee machines","1188518400"
"l2","B0001IOSDQ","These NOH spice packs make Chinese cooking easy. The char siu kit tastes pretty good, too. The Amazon price is too expensive, though. These costs a dollar each at my local grocery store.","4.0","easy Chinese cooking","1322956800"
